cokey,mrulekey,mrulename,seqnum,rulekey,rulename,ruledepth,interpll,interpllc,interplr,interplrc,interphr,interphrc,interphh,interphhc,nullpropdatabool,defpropdatabool,incpropdatabool,cointerpkey
20428503,25191,MIL - Excavations Crew-Served Weapon Fighting Position (DOD),2,22164,Ponding Duration All,1,1,Ponding,1,Ponding,1,Ponding,1,Ponding,0,0,0,762555459
20428503,25191,MIL - Excavations Crew-Served Weapon Fighting Position (DOD),3,34225,Depth to Water Table 0 to 120cm,1,0.969,Depth to saturated zone,0.969,Depth to saturated zone,0.969,Depth to saturated zone,0.969,Depth to saturated zone,0,0,0,762555460
20428503,25191,MIL - Excavations Crew-Served Weapon Fighting Position (DOD),4,34234,Flooding Occasional or Frequent,1,0.5,Flooding,0.5,Flooding,0.5,Flooding,0.5,Flooding,0,0,0,762555461
20428503,25191,MIL - Excavations Crew-Served Weapon Fighting Position (DOD),5,23768,"Unstable Excavation Walls, revised",1,0.01,Unstable excavation walls,0.01,Unstable excavation walls,0.01,Unstable excavation walls,0.01,Unstable excavation walls,0,0,0,762555462
20428503,25192,MIL - Excavations for Individual Fighting Position (DOD),0,25192,MIL - Excavations for Individual Fighting Position (DOD),0,NA,Not rated,NA,Not rated,NA,Not rated,NA,Not rated,0,0,0,762555463
20428503,25192,MIL - Excavations for Individual Fighting Position (DOD),1,34338,"Fragments >75mm, 20 to 65% by Wght. Av. 0-20""",1,NA,Not rated; large stones,NA,Not rated; large stones,NA,Not rated; large stones,NA,Not rated; large stones,0,0,0,762555464
20428503,25192,MIL - Excavations for Individual Fighting Position (DOD),2,34222,Ponding Duration all Classes,1,1,Ponding,1,Ponding,1,Ponding,1,Ponding,0,0,0,762555465
20428503,25192,MIL - Excavations for Individual Fighting Position (DOD),3,34335,Depth to Water Table 0 to 50cm,1,0.82,Depth to saturated zone,0.82,Depth to saturated zone,0.82,Depth to saturated zone,0.82,Depth to saturated zone,0,0,0,762555466
20428503,25192,MIL - Excavations for Individual Fighting Position (DOD),4,34234,Flooding Occasional or Frequent,1,0.5,Flooding,0.5,Flooding,0.5,Flooding,0.5,Flooding,0,0,0,762555467
20428503,25193,MIL - Excavations for Vehicle Fighting Position (DOD),0,25193,MIL - Excavations for Vehicle Fighting Position (DOD),0,NA,Not rated,NA,Not rated,NA,Not rated,NA,Not rated,0,0,0,762555468
20428503,25193,MIL - Excavations for Vehicle Fighting Position (DOD),1,34347,"Fragments >75mm, 15 to 50% by Wght. Av. 0-72""",1,NA,Not rated; large stones,NA,Not rated; large stones,NA,Not rated; large stones,NA,Not rated; large stones,0,0,0,762555469
20428503,25193,MIL - Excavations for Vehicle Fighting Position (DOD),2,22164,Ponding Duration All,1,1,Ponding,1,Ponding,1,Ponding,1,Ponding,0,0,0,762555470
20428503,25193,MIL - Excavations for Vehicle Fighting Position (DOD),3,34345,Depth to Water Table 0 to 180cm,1,0.986,Depth to saturated zone,0.986,Depth to saturated zone,0.986,Depth to saturated zone,0.986,Depth to saturated zone,0,0,0,762555471
20428503,25193,MIL - Excavations for Vehicle Fighting Position (DOD),4,34234,Flooding Occasional or Frequent,1,0.5,Flooding,0.5,Flooding,0.5,Flooding,0.5,Flooding,0,0,0,762555472
20428503,25193,MIL - Excavations for Vehicle Fighting Position (DOD),5,23768,"Unstable Excavation Walls, revised",1,0.01,Unstable excavation walls,0.01,Unstable excavation walls,0.01,Unstable excavation walls,0.01,Unstable excavation walls,0,0,0,762555473
20428503,25194,MIL - Helicopter Landing Zones (DOD),0,25194,MIL - Helicopter Landing Zones (DOD),0,NA,Not rated,NA,Not rated,NA,Not rated,NA,Not rated,0,0,0,762555474
20428503,25194,MIL - Helicopter Landing Zones (DOD),1,41912,"Silty Surface, revised",1,NA,Not rated; Taxonomic or texture class,NA,Not rated; Taxonomic or texture class,NA,Not rated; Taxonomic or texture class,NA,Not rated; Taxonomic or texture class,0,0,0,762555475
20428503,25194,MIL - Helicopter Landing Zones (DOD),2,41910,Flooding (MIL),1,0.8,Frequent flooding,0.8,Frequent flooding,0.8,Frequent flooding,0.8,Frequent flooding,0,0,0,762555476
20428503,25194,MIL - Helicopter Landing Zones (DOD),3,41911,Ponding Duration All Somewhat Limiting,1,0.8,Ponding,0.8,Ponding,0.8,Ponding,0.8,Ponding,0,0,0,762555477
20428503,25195,MIL - Trafficability Veh. Type 1 1-pass wet season (DOD),0,25195,MIL - Trafficability Veh. Type 1 1-pass wet season (DOD),0,NA,Not rated,NA,Not rated,NA,Not rated,NA,Not rated,0,0,0,762555478
20428503,25195,MIL - Trafficability Veh. Type 1 1-pass wet season (DOD),1,25660,"MIL - Soil Strength Veh-1, VCI-1 wet season, Revised",1,NA,Not rated,NA,Not rated,NA,Not rated,NA,Not rated,0,0,0,762555479
20428503,25195,MIL - Trafficability Veh. Type 1 1-pass wet season (DOD),2,25689,"MIL - Stickiness Veh. 1,2 wet season, Revised",1,NA,Not rated,NA,Not rated,NA,Not rated,NA,Not rated,0,0,0,762555480
20428503,25195,MIL - Trafficability Veh. Type 1 1-pass wet season (DOD),3,25676,"MIL - Slipperiness Veh. 1,2 wet season, Revised",1,NA,Not rated,NA,Not rated,NA,Not rated,NA,Not rated,0,0,0,762555481
20428503,25196,MIL - Trafficability Veh. Type 1 50-passes wet season (DOD),0,25196,MIL - Trafficability Veh. Type 1 50-passes wet season (DOD),0,NA,Not rated,NA,Not rated,NA,Not rated,NA,Not rated,0,0,0,762555482
20428503,25196,MIL - Trafficability Veh. Type 1 50-passes wet season (DOD),1,25661,"MIL - Soil Strength Veh-1, VCI-50 wet season, Revised",1,NA,Not rated,NA,Not rated,NA,Not rated,NA,Not rated,0,0,0,762555483
20428503,25196,MIL - Trafficability Veh. Type 1 50-passes wet season (DOD),2,25689,"MIL - Stickiness Veh. 1,2 wet season, Revised",1,NA,Not rated,NA,Not rated,NA,Not rated,NA,Not rated,0,0,0,762555484
20428503,25196,MIL - Trafficability Veh. Type 1 50-passes wet season (DOD),3,25676,"MIL - Slipperiness Veh. 1,2 wet season, Revised",1,NA,Not rated,NA,Not rated,NA,Not rated,NA,Not rated,0,0,0,762555485
20428503,25197,MIL - Trafficability Veh. Type 1 dry season (DOD),0,25197,MIL - Trafficability Veh. Type 1 dry season (DOD),0,NA,Not rated,NA,Not rated,NA,Not rated,NA,Not rated,0,0,0,762555486
20428503,25197,MIL - Trafficability Veh. Type 1 dry season (DOD),1,25653,"MIL - Soil Strength Veh-1, dry season, Revised",1,NA,Not rated,NA,Not rated,NA,Not rated,NA,Not rated,0,0,0,762555487
20428503,25197,MIL - Trafficability Veh. Type 1 dry season (DOD),2,25675,"MIL - Slipperiness Veh. 1,2 dry season, Revised",1,NA,Not rated,NA,Not rated,NA,Not rated,NA,Not rated,0,0,0,762555488
20428503,25197,MIL - Trafficability Veh. Type 1 dry season (DOD),3,25688,"MIL - Stickiness Veh. 1,2 dry season, Revised",1,NA,Not rated,NA,Not rated,NA,Not rated,NA,Not rated,0,0,0,762555489
20428503,25198,MIL - Trafficability Veh. Type 2 1-pass wet season (DOD),0,25198,MIL - Trafficability Veh. Type 2 1-pass wet season (DOD),0,NA,Not rated,NA,Not rated,NA,Not rated,NA,Not rated,0,0,0,762555490
20428503,25198,MIL - Trafficability Veh. Type 2 1-pass wet season (DOD),1,25662,"MIL - Soil Strength Veh-2, VCI-1 wet season, Revised",1,NA,Not rated,NA,Not rated,NA,Not rated,NA,Not rated,0,0,0,762555491
20428503,25198,MIL - Trafficability Veh. Type 2 1-pass wet season (DOD),2,25689,"MIL - Stickiness Veh. 1,2 wet season, Revised",1,NA,Not rated,NA,Not rated,NA,Not rated,NA,Not rated,0,0,0,762555492
20428503,25198,MIL - Trafficability Veh. Type 2 1-pass wet season (DOD),3,25676,"MIL - Slipperiness Veh. 1,2 wet season, Revised",1,NA,Not rated,NA,Not rated,NA,Not rated,NA,Not rated,0,0,0,762555493
20428503,25199,MIL - Trafficability Veh. Type 2 50-passes wet season (DOD),0,25199,MIL - Trafficability Veh. Type 2 50-passes wet season (DOD),0,NA,Not rated,NA,Not rated,NA,Not rated,NA,Not rated,0,0,0,762555494
20428503,25199,MIL - Trafficability Veh. Type 2 50-passes wet season (DOD),1,25664,"MIL - Soil Strength Veh-2, VCI-50 wet season, Revised",1,NA,Not rated,NA,Not rated,NA,Not rated,NA,Not rated,0,0,0,762555495
20428503,25199,MIL - Trafficability Veh. Type 2 50-passes wet season (DOD),2,25689,"MIL - Stickiness Veh. 1,2 wet season, Revised",1,NA,Not rated,NA,Not rated,NA,Not rated,NA,Not rated,0,0,0,762555496
20428503,25199,MIL - Trafficability Veh. Type 2 50-passes wet season (DOD),3,25676,"MIL - Slipperiness Veh. 1,2 wet season, Revised",1,NA,Not rated,NA,Not rated,NA,Not rated,NA,Not rated,0,0,0,762555497
20428503,25200,MIL - Trafficability Veh. Type 2 dry season (DOD),0,25200,MIL - Trafficability Veh. Type 2 dry season (DOD),0,NA,Not rated,NA,Not rated,NA,Not rated,NA,Not rated,0,0,0,762555498
20428503,25200,MIL - Trafficability Veh. Type 2 dry season (DOD),1,25654,"MIL - Soil Strength Veh-2, dry season, Revised",1,NA,Not rated,NA,Not rated,NA,Not rated,NA,Not rated,0,0,0,762555499
20428503,25200,MIL - Trafficability Veh. Type 2 dry season (DOD),2,25688,"MIL - Stickiness Veh. 1,2 dry season, Revised",1,NA,Not rated,NA,Not rated,NA,Not rated,NA,Not rated,0,0,0,762555500
20428503,25200,MIL - Trafficability Veh. Type 2 dry season (DOD),3,25675,"MIL - Slipperiness Veh. 1,2 dry season, Revised",1,NA,Not rated,NA,Not rated,NA,Not rated,NA,Not rated,0,0,0,762555501
20428503,25201,MIL - Trafficability Veh. Type 3 1-pass wet season (DOD),0,25201,MIL - Trafficability Veh. Type 3 1-pass wet season (DOD),0,NA,Not rated,NA,Not rated,NA,Not rated,NA,Not rated,0,0,0,762555502
20428503,25201,MIL - Trafficability Veh. Type 3 1-pass wet season (DOD),1,25663,"MIL - Soil Strength Veh-3, VCI-1 wet season, Revised",1,NA,Not rated,NA,Not rated,NA,Not rated,NA,Not rated,0,0,0,762555503
20428503,25201,MIL - Trafficability Veh. Type 3 1-pass wet season (DOD),2,25693,"MIL - Stickiness Veh. 3,4 wet season, Revised",1,NA,Not rated,NA,Not rated,NA,Not rated,NA,Not rated,0,0,0,762555504
20428503,25201,MIL - Trafficability Veh. Type 3 1-pass wet season (DOD),3,25683,"MIL - Slipperiness Veh. 3,4 wet season, Revised",1,NA,Not rated,NA,Not rated,NA,Not rated,NA,Not rated,0,0,0,762555505
20428503,25202,MIL - Trafficability Veh. Type 3 50-passes wet season (DOD),0,25202,MIL - Trafficability Veh. Type 3 50-passes wet season (DOD),0,NA,Not rated,NA,Not rated,NA,Not rated,NA,Not rated,0,0,0,762555506
20428503,25202,MIL - Trafficability Veh. Type 3 50-passes wet season (DOD),1,25665,"MIL - Soil Strength Veh-3, VCI-50 wet season, Revised",1,NA,Not rated,NA,Not rated,NA,Not rated,NA,Not rated,0,0,0,762555507
20428503,25202,MIL - Trafficability Veh. Type 3 50-passes wet season (DOD),2,25693,"MIL - Stickiness Veh. 3,4 wet season, Revised",1,NA,Not rated,NA,Not rated,NA,Not rated,NA,Not rated,0,0,0,762555508
20428503,25202,MIL - Trafficability Veh. Type 3 50-passes wet season (DOD),3,25683,"MIL - Slipperiness Veh. 3,4 wet season, Revised",1,NA,Not rated,NA,Not rated,NA,Not rated,NA,Not rated,0,0,0,762555509
20428503,25203,MIL - Trafficability Veh. Type 3 dry season (DOD),0,25203,MIL - Trafficability Veh. Type 3 dry season (DOD),0,NA,Not rated,NA,Not rated,NA,Not rated,NA,Not rated,0,0,0,762555510
20428503,25203,MIL - Trafficability Veh. Type 3 dry season (DOD),1,25655,"MIL - Soil Strength Veh-3, dry season, Revised",1,NA,Not rated,NA,Not rated,NA,Not rated,NA,Not rated,0,0,0,762555511
20428503,25203,MIL - Trafficability Veh. Type 3 dry season (DOD),2,25692,"MIL - Stickiness Veh. 3,4 dry season, Revised",1,NA,Not rated,NA,Not rated,NA,Not rated,NA,Not rated,0,0,0,762555512
20428503,25203,MIL - Trafficability Veh. Type 3 dry season (DOD),3,25679,"MIL - Slipperiness Veh. 3,4 dry season, Revised",1,NA,Not rated,NA,Not rated,NA,Not rated,NA,Not rated,0,0,0,762555513
20428503,25204,MIL - Trafficability Veh. Type 4 1-pass wet season (DOD),0,25204,MIL - Trafficability Veh. Type 4 1-pass wet season (DOD),0,NA,Not rated,NA,Not rated,NA,Not rated,NA,Not rated,0,0,0,762555514
20428503,25204,MIL - Trafficability Veh. Type 4 1-pass wet season (DOD),1,25666,"MIL - Soil Strength Veh-4, VCI-1 wet season, Revised",1,NA,Not rated,NA,Not rated,NA,Not rated,NA,Not rated,0,0,0,762555515
20428503,25204,MIL - Trafficability Veh. Type 4 1-pass wet season (DOD),2,25693,"MIL - Stickiness Veh. 3,4 wet season, Revised",1,NA,Not rated,NA,Not rated,NA,Not rated,NA,Not rated,0,0,0,762555516
20428503,25204,MIL - Trafficability Veh. Type 4 1-pass wet season (DOD),3,25683,"MIL - Slipperiness Veh. 3,4 wet season, Revised",1,NA,Not rated,NA,Not rated,NA,Not rated,NA,Not rated,0,0,0,762555517
20428503,25205,MIL - Trafficability Veh. Type 4 50-passes wet season (DOD),0,25205,MIL - Trafficability Veh. Type 4 50-passes wet season (DOD),0,NA,Not rated,NA,Not rated,NA,Not rated,NA,Not rated,0,0,0,762555518
20428503,25205,MIL - Trafficability Veh. Type 4 50-passes wet season (DOD),1,25668,"MIL - Soil Strength Veh-4, VCI-50 wet season, Revised",1,NA,Not rated,NA,Not rated,NA,Not rated,NA,Not rated,0,0,0,762555519
20428503,25205,MIL - Trafficability Veh. Type 4 50-passes wet season (DOD),2,25693,"MIL - Stickiness Veh. 3,4 wet season, Revised",1,NA,Not rated,NA,Not rated,NA,Not rated,NA,Not rated,0,0,0,762555520
20428503,25205,MIL - Trafficability Veh. Type 4 50-passes wet season (DOD),3,25683,"MIL - Slipperiness Veh. 3,4 wet season, Revised",1,NA,Not rated,NA,Not rated,NA,Not rated,NA,Not rated,0,0,0,762555521
20428503,25206,MIL - Trafficability Veh. Type 4 dry season (DOD),0,25206,MIL - Trafficability Veh. Type 4 dry season (DOD),0,NA,Not rated,NA,Not rated,NA,Not rated,NA,Not rated,0,0,0,762555522
20428503,25206,MIL - Trafficability Veh. Type 4 dry season (DOD),1,25656,"MIL - Soil Strength Veh-4, dry season, Revised",1,NA,Not rated,NA,Not rated,NA,Not rated,NA,Not rated,0,0,0,762555523
20428503,25206,MIL - Trafficability Veh. Type 4 dry season (DOD),2,25692,"MIL - Stickiness Veh. 3,4 dry season, Revised",1,NA,Not rated,NA,Not rated,NA,Not rated,NA,Not rated,0,0,0,762555524
20428503,25206,MIL - Trafficability Veh. Type 4 dry season (DOD),3,25679,"MIL - Slipperiness Veh. 3,4 dry season, Revised",1,NA,Not rated,NA,Not rated,NA,Not rated,NA,Not rated,0,0,0,762555525
20428503,25207,MIL - Trafficability Veh. Type 5 1-pass wet season (DOD),0,25207,MIL - Trafficability Veh. Type 5 1-pass wet season (DOD),0,NA,Not rated,NA,Not rated,NA,Not rated,NA,Not rated,0,0,0,762555526
20428503,25207,MIL - Trafficability Veh. Type 5 1-pass wet season (DOD),1,25667,"MIL - Soil Strength Veh-5, VCI-1 wet season, Revised",1,NA,Not rated,NA,Not rated,NA,Not rated,NA,Not rated,0,0,0,762555527
20428503,25207,MIL - Trafficability Veh. Type 5 1-pass wet season (DOD),2,25687,"MIL - Slipperiness Veh. 5,6,7 wet season, Revised",1,NA,Not rated,NA,Not rated,NA,Not rated,NA,Not rated,0,0,0,762555528
20428503,25207,MIL - Trafficability Veh. Type 5 1-pass wet season (DOD),3,25695,"MIL - Stickiness Veh. 5,6,7 wet season, Revised",1,NA,Not rated,NA,Not rated,NA,Not rated,NA,Not rated,0,0,0,762555529
20428503,25208,MIL - Trafficability Veh. Type 5 50-passes wet season (DOD),0,25208,MIL - Trafficability Veh. Type 5 50-passes wet season (DOD),0,NA,Not rated,NA,Not rated,NA,Not rated,NA,Not rated,0,0,0,762555530
20428503,25208,MIL - Trafficability Veh. Type 5 50-passes wet season (DOD),1,25669,"MIL - Soil Strength Veh-5, VCI-50 wet season, Revised",1,NA,Not rated,NA,Not rated,NA,Not rated,NA,Not rated,0,0,0,762555531
20428503,25208,MIL - Trafficability Veh. Type 5 50-passes wet season (DOD),2,25687,"MIL - Slipperiness Veh. 5,6,7 wet season, Revised",1,NA,Not rated,NA,Not rated,NA,Not rated,NA,Not rated,0,0,0,762555532
20428503,25208,MIL - Trafficability Veh. Type 5 50-passes wet season (DOD),3,25695,"MIL - Stickiness Veh. 5,6,7 wet season, Revised",1,NA,Not rated,NA,Not rated,NA,Not rated,NA,Not rated,0,0,0,762555533
20428503,25209,MIL - Trafficability Veh. Type 5 dry season (DOD),0,25209,MIL - Trafficability Veh. Type 5 dry season (DOD),0,NA,Not rated,NA,Not rated,NA,Not rated,NA,Not rated,0,0,0,762555534
20428503,25209,MIL - Trafficability Veh. Type 5 dry season (DOD),1,25657,"MIL - Soil Strength Veh-5, dry season, Revised",1,NA,Not rated,NA,Not rated,NA,Not rated,NA,Not rated,0,0,0,762555535
20428503,25209,MIL - Trafficability Veh. Type 5 dry season (DOD),2,25686,"MIL - Slipperiness Veh. 5,6,7 dry season, Revised",1,NA,Not rated,NA,Not rated,NA,Not rated,NA,Not rated,0,0,0,762555536
20428503,25209,MIL - Trafficability Veh. Type 5 dry season (DOD),3,25694,"MIL - Stickiness Veh. 5,6,7 dry season, Revised",1,NA,Not rated,NA,Not rated,NA,Not rated,NA,Not rated,0,0,0,762555537
20428503,25210,MIL - Trafficability Veh. Type 6 1-pass wet season (DOD),0,25210,MIL - Trafficability Veh. Type 6 1-pass wet season (DOD),0,NA,Not rated,NA,Not rated,NA,Not rated,NA,Not rated,0,0,0,762555538
20428503,25210,MIL - Trafficability Veh. Type 6 1-pass wet season (DOD),1,25671,"MIL - Soil Strength Veh-6, VCI-1 wet season, Revised",1,NA,Not rated,NA,Not rated,NA,Not rated,NA,Not rated,0,0,0,762555539
20428503,25210,MIL - Trafficability Veh. Type 6 1-pass wet season (DOD),2,25687,"MIL - Slipperiness Veh. 5,6,7 wet season, Revised",1,NA,Not rated,NA,Not rated,NA,Not rated,NA,Not rated,0,0,0,762555540
20428503,25210,MIL - Trafficability Veh. Type 6 1-pass wet season (DOD),3,25695,"MIL - Stickiness Veh. 5,6,7 wet season, Revised",1,NA,Not rated,NA,Not rated,NA,Not rated,NA,Not rated,0,0,0,762555541
20428503,25211,MIL - Trafficability Veh. Type 6 50-passes wet season (DOD),0,25211,MIL - Trafficability Veh. Type 6 50-passes wet season (DOD),0,NA,Not rated,NA,Not rated,NA,Not rated,NA,Not rated,0,0,0,762555542
20428503,25211,MIL - Trafficability Veh. Type 6 50-passes wet season (DOD),1,25672,"MIL - Soil Strength Veh-6, VCI-50 wet season, Revised",1,NA,Not rated,NA,Not rated,NA,Not rated,NA,Not rated,0,0,0,762555543
20428503,25211,MIL - Trafficability Veh. Type 6 50-passes wet season (DOD),2,25687,"MIL - Slipperiness Veh. 5,6,7 wet season, Revised",1,NA,Not rated,NA,Not rated,NA,Not rated,NA,Not rated,0,0,0,762555544
20428503,25211,MIL - Trafficability Veh. Type 6 50-passes wet season (DOD),3,25695,"MIL - Stickiness Veh. 5,6,7 wet season, Revised",1,NA,Not rated,NA,Not rated,NA,Not rated,NA,Not rated,0,0,0,762555545
20428503,25212,MIL - Trafficability Veh. Type 6 dry season (DOD),0,25212,MIL - Trafficability Veh. Type 6 dry season (DOD),0,NA,Not rated,NA,Not rated,NA,Not rated,NA,Not rated,0,0,0,762555546
20428503,25212,MIL - Trafficability Veh. Type 6 dry season (DOD),1,25658,"MIL - Soil Strength Veh-6, dry season, Revised",1,NA,Not rated,NA,Not rated,NA,Not rated,NA,Not rated,0,0,0,762555547
20428503,25212,MIL - Trafficability Veh. Type 6 dry season (DOD),2,25686,"MIL - Slipperiness Veh. 5,6,7 dry season, Revised",1,NA,Not rated,NA,Not rated,NA,Not rated,NA,Not rated,0,0,0,762555548
20428503,25212,MIL - Trafficability Veh. Type 6 dry season (DOD),3,25694,"MIL - Stickiness Veh. 5,6,7 dry season, Revised",1,NA,Not rated,NA,Not rated,NA,Not rated,NA,Not rated,0,0,0,762555549
20428503,25213,MIL - Trafficability Veh. Type 7 1-pass wet season (DOD),0,25213,MIL - Trafficability Veh. Type 7 1-pass wet season (DOD),0,NA,Not rated,NA,Not rated,NA,Not rated,NA,Not rated,0,0,0,762555550
20428503,25213,MIL - Trafficability Veh. Type 7 1-pass wet season (DOD),1,25673,"MIL - Soil Strength Veh-7, VCI-1 wet season, Revised",1,NA,Not rated,NA,Not rated,NA,Not rated,NA,Not rated,0,0,0,762555551
20428503,25213,MIL - Trafficability Veh. Type 7 1-pass wet season (DOD),2,25687,"MIL - Slipperiness Veh. 5,6,7 wet season, Revised",1,NA,Not rated,NA,Not rated,NA,Not rated,NA,Not rated,0,0,0,762555552
20428503,25213,MIL - Trafficability Veh. Type 7 1-pass wet season (DOD),3,25695,"MIL - Stickiness Veh. 5,6,7 wet season, Revised",1,NA,Not rated,NA,Not rated,NA,Not rated,NA,Not rated,0,0,0,762555553
20428503,25213,MIL - Trafficability Veh. Type 7 1-pass wet season (DOD),4,41915,MIL - Slope Military Vehicle Type 7 (NSSC),1,0.997,Slope,0.999,Slope,0.999,Slope,1,No slope limitation,0,0,0,762555554
20428503,25214,MIL - Trafficability Veh. Type 7 50-passes wet season (DOD),0,25214,MIL - Trafficability Veh. Type 7 50-passes wet season (DOD),0,NA,Not rated,NA,Not rated,NA,Not rated,NA,Not rated,0,0,0,762555555
20428503,25214,MIL - Trafficability Veh. Type 7 50-passes wet season (DOD),1,25674,"MIL - Soil Strength Veh-7, VCI-50 wet season, Revised",1,NA,Not rated,NA,Not rated,NA,Not rated,NA,Not rated,0,0,0,762555556
20428503,25214,MIL - Trafficability Veh. Type 7 50-passes wet season (DOD),2,25687,"MIL - Slipperiness Veh. 5,6,7 wet season, Revised",1,NA,Not rated,NA,Not rated,NA,Not rated,NA,Not rated,0,0,0,762555557
20428503,25214,MIL - Trafficability Veh. Type 7 50-passes wet season (DOD),3,25695,"MIL - Stickiness Veh. 5,6,7 wet season, Revised",1,NA,Not rated,NA,Not rated,NA,Not rated,NA,Not rated,0,0,0,762555558
20428503,25214,MIL - Trafficability Veh. Type 7 50-passes wet season (DOD),4,41915,MIL - Slope Military Vehicle Type 7 (NSSC),1,0.997,Slope,0.999,Slope,0.999,Slope,1,No slope limitation,0,0,0,762555559
20428503,25215,MIL - Trafficability Veh. Type 7 dry season (DOD),0,25215,MIL - Trafficability Veh. Type 7 dry season (DOD),0,NA,Not rated,NA,Not rated,NA,Not rated,NA,Not rated,0,0,0,762555560
20428503,25215,MIL - Trafficability Veh. Type 7 dry season (DOD),1,25659,"MIL - Soil Strength Veh-7, dry season, Revised",1,NA,Not rated,NA,Not rated,NA,Not rated,NA,Not rated,0,0,0,762555561
20428503,25215,MIL - Trafficability Veh. Type 7 dry season (DOD),2,25686,"MIL - Slipperiness Veh. 5,6,7 dry season, Revised",1,NA,Not rated,NA,Not rated,NA,Not rated,NA,Not rated,0,0,0,762555562
20428503,25215,MIL - Trafficability Veh. Type 7 dry season (DOD),3,25695,"MIL - Stickiness Veh. 5,6,7 wet season, Revised",1,NA,Not rated,NA,Not rated,NA,Not rated,NA,Not rated,0,0,0,762555563
20428503,25215,MIL - Trafficability Veh. Type 7 dry season (DOD),4,41915,MIL - Slope Military Vehicle Type 7 (NSSC),1,0.997,Slope,0.999,Slope,0.999,Slope,1,No slope limitation,0,0,0,762555564
20428503,54955,NCCPI - National Commodity Crop Productivity Index (Ver 3.0),0,54955,NCCPI - National Commodity Crop Productivity Index (Ver 3.0),0,NA,Not rated,NA,Not rated,NA,Not rated,NA,Not rated,0,0,0,762555565
20428503,54955,NCCPI - National Commodity Crop Productivity Index (Ver 3.0),1,57994,NCCPI - NCCPI Corn Submodel (I),1,NA,Not rated,NA,Not rated,NA,Not rated,NA,Not rated,0,0,0,762555566
20428503,54955,NCCPI - National Commodity Crop Productivity Index (Ver 3.0),2,37149,NCCPI - NCCPI Small Grains Submodel (II),1,NA,Not rated,NA,Not rated,NA,Not rated,NA,Not rated,0,0,0,762555567
20428503,54955,NCCPI - National Commodity Crop Productivity Index (Ver 3.0),3,37150,NCCPI - NCCPI Cotton Submodel (II),1,NA,Not rated,NA,Not rated,NA,Not rated,NA,Not rated,0,0,0,762555568
20428503,54955,NCCPI - National Commodity Crop Productivity Index (Ver 3.0),4,44492,NCCPI - NCCPI Soybeans Submodel (I),1,NA,Not rated,NA,Not rated,NA,Not rated,NA,Not rated,0,0,0,762555569
20428503,54955,NCCPI - National Commodity Crop Productivity Index (Ver 3.0),5,46238,Impacted soil,1,0,No limitation,0,No limitation,0,No limitation,0,No limitation,0,0,0,762555570
20428503,62835,SOH -  Suitability for Aerobic Soil Organisms,0,62835,SOH -  Suitability for Aerobic Soil Organisms,0,NA,Not rated,NA,Not rated,NA,Not rated,NA,Not rated,0,0,0,762555571
20428503,62835,SOH -  Suitability for Aerobic Soil Organisms,1,53386,B. pseudomallei Habitat pH,1,NA,"Not rated, pH",NA,"Not rated, pH",NA,"Not rated, pH",NA,"Not rated, pH",0,0,0,762555572
20428503,62835,SOH -  Suitability for Aerobic Soil Organisms,2,62840,SOH - Soil Organisms - Moisture Relations,1,NA,Not rated,NA,Not rated,NA,Not rated,NA,Not rated,0,0,0,762555573
20428503,62835,SOH -  Suitability for Aerobic Soil Organisms,3,62838,SOH - Organism Habitat - Electrical Conductivity,1,NA,Not rated,NA,Not rated,NA,Not rated,NA,Not rated,0,0,0,762555574
20428503,62835,SOH -  Suitability for Aerobic Soil Organisms,4,62841,SOH - Organic Matter to a Depth of 30 cm,1,NA,Not rated; organic matter,NA,Not rated; organic matter,NA,Not rated; organic matter,NA,Not rated; organic matter,0,0,0,762555575
20428503,62835,SOH -  Suitability for Aerobic Soil Organisms,5,63588,SOH - Organisms Clay Content WTD_AVG to 30 cm,1,NA,Not rated; Clay percent,NA,Not rated; Clay percent,NA,Not rated; Clay percent,NA,Not rated; Clay percent,0,0,0,762555576
20428503,62848,SOH - Agricultural Organic Soil Subsidence,0,62848,SOH - Agricultural Organic Soil Subsidence,0,NA,Not rated,NA,Not rated,NA,Not rated,NA,Not rated,0,0,0,762555577
20428503,62848,SOH - Agricultural Organic Soil Subsidence,1,63580,SOH - Subsidence pH,1,NA,"Not rated, pH",NA,"Not rated, pH",NA,"Not rated, pH",NA,"Not rated, pH",0,0,0,762555578
20428503,62848,SOH - Agricultural Organic Soil Subsidence,2,62851,SOH - Salinity,1,1,Not saline,1,Not saline,1,Not saline,1,Not saline,0,0,0,762555579
20428503,62848,SOH - Agricultural Organic Soil Subsidence,3,63589,SAS - Drainage Class Not Subaqueous (suit),1,1,Subaerial,1,Subaerial,1,Subaerial,1,Subaerial,0,0,0,762555580
20428503,62848,SOH - Agricultural Organic Soil Subsidence,4,62849,"SOH - Organic Soil Subsidence, Frost-free Days",1,0.575,Frost-free days,0.575,Frost-free days,0.575,Frost-free days,0.575,Frost-free days,0,0,0,762555581
20428503,62833,SOH - Concentration of Salts- Soil Surface,0,62833,SOH - Concentration of Salts- Soil Surface,0,NA,Not rated,NA,Not rated,NA,Not rated,NA,Not rated,0,0,0,762555582
20428503,62833,SOH - Concentration of Salts- Soil Surface,1,62855,SOH - Non-leaching Climate,1,NA,Not rated,NA,Not rated,NA,Not rated,NA,Not rated,0,0,0,762555583
